artist,genre,score,author
Black Sabbath,"Metal,Rock",6.2,David Raposa
Function,Electronic,8.2,Mark Richardson
Matthew Dear,Electronic,6.2,Jess Harvell
Pearl Jam,Rock,5.5,David Raposa
White Rose Movement,"Electronic,Rock",6.8,Adam Moerder
Ex-Boyfriends,Rock,7.0,Cory D. Byrom
Bob Drake,Rock,8.6,Dominique Leone
Final Fantasy,Rock,8.0,Nitsuh Abebe
Tool,Metal,5.9,Jess Harvell
Demolition Doll Rods,"Electronic,Rock",5.7,Zach Baron
Milosh,Electronic,7.0,Michael Idov
Birchville Cat Motel,"Experimental,Rock",7.7,Matthew Murphy
Ministry,"Electronic,Metal,Rock",6.4,Cory D. Byrom
Neil Young,Rock,7.6,Rob Mitchum
Lifetime,"Metal,Rock",7.4,Brandon Stosuy
Yellow Swans,"Experimental,Rock",7.5,Zach Baron
Mott the Hoople,Rock,7.8,Joe Tangari
Daniel Johnston,"Experimental,Rock",7.7,Nitsuh Abebe
Röyksopp,"Electronic,Pop/R&B",6.2,Marc Hogan
The Lovely Feathers,Electronic,7.6,John Motley
Rainer Maria,Rock,4.8,Rob Mitchum
Yo La Tengo,Rock,4.1,Joe Tangari
E-40,Rap,5.6,Tom Breihan
Eleventh Dream Day,Rock,6.4,Cory D. Byrom
GHQ,"Experimental,Rock",7.9,Matthew Murphy
Elf Power,"Experimental,Rock",6.4,Stephen M. Deusner
Arctic Monkeys,Rock,5.9,Scott Plagenhoef
Jon Langford,"Folk/Country,Rock",5.7,Stephen M. Deusner
Aki Tsuyuko,,7.2,Mark Richardson
Saturday Looks Good to Me,Rock,7.7,Rob Mitchum
Wolfmother,Rock,7.5,Cory D. Byrom
Feist,Rock,6.6,Scott Plagenhoef
The Impossible Shapes,Rock,6.5,Brian Howe
Dudley Perkins,Pop/R&B,7.1,Sean Fennessey
Oakley Hall,Rock,7.3,Jason Crock
Starlight Mints,Rock,7.1,Sam Ubl
Bruce Springsteen,Rock,8.5,Amanda Petrusich
Fat Worm of Error,"Experimental,Rock",6.2,Zach Baron
Simon Joyner,Rock,6.5,Joe Tangari
Madlib,Rap,7.0,Ryan Dombal
Booka Shade,Electronic,8.6,Tim Finney
The Beatles,Rock,7.5,Dominique Leone
Shoplifting,Rock,7.4,Mia Lily Clarke
Shonen Knife,Rock,7.4,Mia Lily Clarke
Mystery Jets,"Electronic,Rock",7.7,Stuart Berman
Christopher O'Riley,,3.9,Stephen M. Deusner
The Dresden Dolls,Rock,7.6,Matt LeMay
Tom Zé,"Experimental,Global",7.9,Joe Tangari
Facedowninshit,"Metal,Rock",7.0,Zach Baron
No-Neck Blues Band and Embryo,,7.5,Matthew Murphy
Arthur Russell,Experimental,7.5,Jess Harvell
AFX,Electronic,7.9,Mark Pytlik
Metal Hearts,Rock,6.4,Tom Breihan
Larsen,"Electronic,Experimental,Rock",7.0,Brian Howe
Drive-By Truckers,Rock,7.0,Stephen M. Deusner
The Fiery Furnaces,Rock,7.6,Mark Richardson
Rye Coalition,"Metal,Rock",4.0,Jason Crock
Josh Rouse,Rock,3.7,Marc Hogan
James F!@.$%^ Friedman,,7.6,Rob Mitchum
Maritime,Rock,7.8,Brian Howe
The Flaming Lips,Rock,6.0,Matt LeMay
The Seconds,Rock,7.0,Mia Lily Clarke
Aloha,Rock,8.0,Chris Dahlen
Wilderness,Rock,7.5,Brian Howe
Euros Childs,Rock,5.9,Joe Tangari
Avail,"Metal,Rock",7.8,Zach Baron
Lambchop,Rock,7.2,Stephen M. Deusner
Figurines,Rock,8.3,Adam Moerder
Josephine Foster,Rock,7.9,Matthew Murphy
Calexico,Rock,8.1,Joe Tangari
Tom Verlaine,"Experimental,Rock",6.6,John Motley
Jimmy Edgar,Electronic,7.2,Mark Richardson
Cinemechanica,Rock,7.5,Cory D. Byrom
Bubba Sparxxx,"Pop/R&B,Rap",7.7,Tom Breihan
Parts & Labor,"Experimental,Rock",7.7,Joe Tangari
Pretty Girls Make Graves,,6.4,Sam Ubl
Wax Tailor,"Electronic,Jazz",5.9,Sean Fennessey
Mi and L'au,Folk/Country,7.3,Matthew Murphy
Casey Dienel,Pop/R&B,7.6,Stephen M. Deusner
Eagles of Death Metal,Rock,7.3,Jason Crock
The Streets,Rap,7.0,Mark Pytlik
Envelopes,Pop/R&B,6.2,Rob Mitchum
The Robocop Kraus,"Electronic,Rock",6.7,Stuart Berman
Major Stars,,8.4,Zach Baron
Nine Inch Nails,Rock,6.4,David Raposa
Built to Spill,Rock,6.8,Matt LeMay
Tanakh,Folk/Country,7.8,Matthew Murphy
The Go-Betweens,Pop/R&B,8.3,Rachel Khong
"Cluster, Brian Eno","Electronic,Rock,Experimental,Global",8.7,Mark Richardson
The Appleseed Cast,Rock,7.3,Brian Howe
Talib Kweli,Rap,5.5,Peter Macia
The Czars,Rock,6.9,Joe Tangari
The Black Swans,Rock,8.0,William Bowers
Islands,Rock,8.4,John Motley
Mono,Rock,5.8,Stuart Berman
Yura Yura Teikoku,,7.0,Cory D. Byrom
Nicolai Dunger,Rock,7.6,Stephen M. Deusner
T.I.,Rap,8.4,Tom Breihan
Daft Punk,Electronic,8.4,Mark Pytlik
Flin Flon,Pop/R&B,6.5,John Motley
Sound Dimension,,7.9,Joe Tangari
Massacre,"Jazz,Metal",8.2,Dominique Leone
Soul Position,Rap,6.3,Tom Breihan
Morrissey,Rock,8.0,Marc Hogan
The Essex Green,Rock,7.2,Marc Hogan
Ahleuchatistas,Rock,7.6,Joe Tangari
The Vines,"Electronic,Rock",3.4,David Raposa
The Flaming Lips,Rock,6.7,Mark Richardson
Feathers,"Folk/Country,Pop/R&B",7.7,Matthew Murphy
They Shoot Horses Don't They?,Rock,5.8,Brian Howe
Mouthus,"Experimental,Rock",7.3,Matthew Murphy
Sondre Lerche with the Faces Down Quartet,,6.1,Marc Hogan
Acid Mothers Temple & the Cosmic Inferno,Rock,6.0,Matthew Murphy
Bibio,Electronic,6.1,Mark Richardson
Jessi Colter,Folk/Country,7.0,Stephen M. Deusner
Talkdemonic,Rock,7.8,John Motley
Cocteau Twins,Rock,8.5,Nitsuh Abebe
Tunng,"Electronic,Rock",6.5,Jason Crock
Maximum Joy,Rock,7.8,Joe Tangari
Howe Gelb,Rock,8.3,Mia Lily Clarke
The Secret Machines,"Experimental,Rock",6.3,Stephen M. Deusner
Voxtrot,Rock,7.8,Brian Howe
The Infadels,,5.2,Adam Moerder
Guitar,Rock,5.2,Mark Richardson
Gossip,"Electronic,Rock",6.8,John Motley
Massive Attack,Electronic,8.3,Tom Breihan
Ghostface Killah,Rap,9.0,Ryan Dombal
Two Gallants,Rock,4.8,Brian Howe
Mellowdrone,Rock,6.8,Jason Crock
The Concretes,Rock,4.7,Ryan Dombal
Yeah Yeah Yeahs,Rock,6.8,Stephen M. Deusner
Juvenile,Rap,7.9,Tom Breihan
Fovea Hex,Electronic,7.6,Matthew Murphy
Acid Casuals,Rock,7.8,Marc Hogan
Ms. John Soda,Electronic,5.4,Sam Ubl
"David Byrne, Brian Eno","Rock,Experimental",8.5,Chris Dahlen
Judee Sill,Rock,8.7,Dominique Leone
Patrick Phelan,Rock,7.1,Brian Howe
The Tango Saloon,,7.4,Joe Tangari
Ignatz,"Experimental,Rock",8.0,Brent S. Sirota
Mates of State,Rock,7.8,Sam Ubl
Guillemots,Rock,7.4,Stuart Berman
Gregor Samsa,Rock,7.8,Cory D. Byrom
Loose Fur,,7.3,Ryan Dombal
Charlemagne,Rock,7.0,Joe Tangari
Murs,Rap,7.0,Peter Macia
Prince,"Pop/R&B,Rock",6.0,Joe Tangari
Psychic Ills,"Experimental,Rock",7.4,Sam Ubl
Nightmares on Wax,"Electronic,Jazz",6.8,Jess Harvell
Quasi,"Experimental,Rock",7.0,Mia Lily Clarke
Eef Barzelay,Rock,7.2,Stephen M. Deusner
Band of Horses,Rock,8.8,Stephen M. Deusner
Adam Green,Rock,6.9,Marc Hogan
The Books,"Experimental,Rock",7.2,Mark Richardson
Voices and Organs,Electronic,7.1,Matthew Murphy
deadboy & the Elephantmen,"Electronic,Rock",5.7,Stephen M. Deusner
Pink Mountaintops,Rock,8.1,William Bowers
The Pretenders,Rock,8.2,Stephen M. Deusner
Christian Kiefer,Folk/Country,7.4,Matthew Murphy
Television Personalities,Rock,6.7,Nitsuh Abebe
The Capes,Rock,6.6,Jason Crock
Fire Engines,Rock,7.3,John Motley
Caroline,"Electronic,Pop/R&B",7.8,Cory D. Byrom
Diane Cluck,Folk/Country,5.7,Zach Baron
Stephin Merritt,Rock,7.5,Matt LeMay
Buzzcocks,Rock,7.2,David Raposa
Some Girls,Metal,6.8,Zach Baron
Ray Davies,Rock,6.7,Marc Hogan
Hellacopters,"Electronic,Rock",5.5,Adam Moerder
Witch,"Metal,Rock",7.6,Brandon Stosuy
Isobel Campbell & Mark Lanegan,Folk/Country,7.2,Brian Howe
Sparks,"Electronic,Experimental,Rock",6.9,Nitsuh Abebe
Dell and Flügel,,7.8,Jess Harvell
Supersilent,Experimental,8.3,Chris Dahlen
Terrestrial Tones,"Experimental,Rock",6.7,Mia Lily Clarke
Casiotone for the Painfully Alone,Rock,7.7,Nitsuh Abebe
Half-Handed Cloud,Rock,7.0,John Motley
Coldcut,"Electronic,Jazz",6.5,Jess Harvell
Of Montreal,Rock,7.5,Matt LeMay
Kayo Dot,Metal,7.7,Chris Dahlen
Carl Craig,Electronic,7.2,Jess Harvell
Blondie,Rock,8.0,Jess Harvell
Mikkel Metal,Electronic,7.1,Jess Harvell
Horns of Happiness,Rock,7.3,Cory D. Byrom
Magneta Lane,Rock,7.7,Joe Tangari
Keith Fullerton Whitman,"Electronic,Rock",8.6,Mark Richardson
Ris Paul Ric,Electronic,7.0,Rachel Khong
Magnet,Rock,4.1,Marc Hogan
Magik Markers,"Experimental,Rock",7.2,Matthew Murphy
Chihei Hatakeyama,"Electronic,Rock",8.1,Mark Richardson
Graham Coxon,"Electronic,Rock",7.0,William Bowers
Stereolab,Experimental,6.6,Dominique Leone
The Society of Rockets,Rock,5.4,John Motley
Living Things,"Electronic,Rock",5.8,William Bowers
James Blackshaw,Folk/Country,7.7,Matthew Murphy
I Love You But I've Chosen Darkness,"Electronic,Rock",7.6,Brian Howe
Neko Case,Folk/Country,7.7,Ryan Dombal
Kelley Stoltz,Rock,6.3,Stephen M. Deusner
Wooden Wand and the Vanishing Voice,"Experimental,Rock",8.4,Mia Lily Clarke
Mudhoney,Rock,6.1,David Raposa
Mogwai,Rock,6.8,Joe Tangari
Pansy Division,Rock,7.8,Cory D. Byrom
Souls She Said,Rock,5.4,Zach Baron
WHY?,Rap,6.8,Mia Lily Clarke
Stone Jack Jones,Rock,7.9,Stephen M. Deusner
Matisyahu,Global,4.9,Sean Fennessey
New Radiant Storm King,Rock,4.8,Zach Baron
Questlove,Rap,7.1,Will Dukes
Catfish Haven,Rock,7.6,Brian Howe
Diskaholics Anonymous Trio,Experimental,7.2,Matthew Murphy
Belle and Sebastian,Rock,6.8,Marc Hogan
Electric President,Electronic,6.7,Matthew Murphy
Hank,Rock,6.8,Joe Tangari
Curt Kirkwood,Folk/Country,7.2,Jason Crock
Mclusky,,8.4,Matt LeMay
Philip Samartzis,"Electronic,Experimental",6.7,Zach Baron
Raising the Fawn,Rock,7.6,Stuart Berman
Make-Up,Rock,7.6,Jason Crock
Tapes 'n Tapes,"Experimental,Rock",8.3,Sam Ubl
Merle Haggard,Folk/Country,8.8,Stephen M. Deusner
The National Trust,,4.4,Ryan Dombal
The Ladies,Rock,7.2,William Bowers
Tape,"Electronic,Rock",7.8,Mark Richardson
Mastodon,Metal,7.3,Brandon Stosuy
Eels,Rock,6.7,Rob Mitchum
Oceansize,Rock,5.9,Cory D. Byrom
World Leader Pretend,Rock,6.5,Adam Moerder
Bob Marley & the Wailers,Global,8.0,Joe Tangari
Sunset Rubdown,"Experimental,Rock",7.8,Brandon Stosuy
Battles,Rock,8.0,Sam Ubl
The Kooks,"Electronic,Rock",5.9,Marc Hogan
The M's,Rock,7.6,Jason Crock
Eliot Lipp,Electronic,7.8,Brian Howe
Lilys,"Experimental,Rock",7.4,Marc Hogan
Liars,Rock,9.0,Brandon Stosuy
Ayatollah,Rap,6.9,Sean Fennessey
Measles Mumps Rubella,,7.9,Mia Lily Clarke
Nathan Fake,Electronic,8.4,Mark Pytlik
Kieran Hebden,Electronic,6.8,Alex Linhardt
Nick Cave and Warren Ellis,"Electronic,Rock",6.0,Stephen M. Deusner
Capitol K,Electronic,6.7,Jason Crock
Town and Country,,7.2,Matthew Murphy
Heros Severum,Rock,7.9,Sam Ubl
Alog,"Electronic,Jazz,Rock",8.0,Mark Richardson
Maximo Park,"Electronic,Rock",6.4,Sam Ubl
Destroyer,Rock,8.5,Matt LeMay
Isolée,Electronic,8.2,Philip Sherburne
Controller.Controller,"Electronic,Rock",7.1,Joe Tangari
Hudson Bell,Rock,7.4,Cory D. Byrom
TOY,,7.2,Mia Lily Clarke
Jason Collett,Rock,7.6,Brian Howe
Low Skies,,8.1,Stuart Berman
AIDS Wolf,"Experimental,Rock",3.9,Brandon Stosuy
Man Man,"Experimental,Rock",8.3,Nick Sylvester
Shalabi Effect,Rock,6.6,Mark Richardson
The Vandermark Five,,7.3,Joe Tangari
Animals,Rock,7.5,Stephen M. Deusner
Test Icicles,"Electronic,Rock",7.7,Rob Mitchum
The Subways,"Electronic,Rock",6.6,Adam Moerder
In Flames,Metal,7.3,Cory D. Byrom
Nine Horses,"Electronic,Global,Rock",7.7,Chris Dahlen
Johnny Boy,Rock,5.2,Rob Mitchum
Mylo,"Electronic,Pop/R&B",8.4,Nitsuh Abebe
A.R.E. Weapons,Electronic,6.0,Brian Howe
Hem,"Folk/Country,Pop/R&B",6.2,Stephen M. Deusner
"Gerry Mitchell, Little Sparta","Electronic,Experimental",7.0,Jason Crock
Elefant,"Electronic,Rock",3.6,Marc Hogan
The Knife,"Electronic,Experimental",8.6,Mark Pytlik
Earthride,"Metal,Rock",6.0,Zach Baron
P.O.S,Rap,6.2,Sean Fennessey
Christina Carter,"Experimental,Rock",7.1,Matthew Murphy
Aceyalone,"Rap,Rock",3.2,Tom Breihan
Audio Bullys,Electronic,2.7,Sam Ubl
The Cardigans,Rock,7.5,Marc Hogan
The Ex,"Experimental,Metal,Rock",7.8,Joe Tangari
The Minus 5,Rock,6.7,Ryan Dombal
Colin Meloy,Rock,7.1,Stephen M. Deusner
Someone Still Loves You Boris Yeltsin,Rock,6.9,William Bowers
Greg Davis,Electronic,7.8,Brandon Stosuy
J Dilla,Rap,7.9,Will Dukes
Belong,"Electronic,Jazz,Rock",8.0,Nick Sylvester
She Wants Revenge,"Electronic,Rock",5.9,Adam Moerder
Lindstrøm & Prins Thomas,Pop/R&B,6.8,Dominique Leone
His Name Is Alive,Rock,8.4,Nitsuh Abebe
Clogs,Rock,8.2,David Raposa
Beth Orton,Rock,7.2,Stephen M. Deusner
Residual Echoes,Rock,5.5,Brandon Stosuy
Directing Hand,Rock,7.5,Matthew Murphy
Prefuse 73,Electronic,6.9,Peter Macia
Damo Suzuki,"Experimental,Rock",6.5,Brian Howe
José González,Rock,6.0,Marc Hogan
Belle and Sebastian,Rock,8.5,Marc Hogan
T. Rex,Rock,8.3,Stephen M. Deusner
Lupe Fiasco,Rap,7.8,Sean Fennessey
Swearing at Motorists,Rock,6.9,Jason Crock
The Caribbean,Rock,7.2,Joe Tangari
Four Tet,Electronic,5.8,Ryan Dombal
The Dolls,Pop/R&B,2.4,Nick Sylvester
Larkin Grimm,Folk/Country,7.6,Matthew Murphy
Steve Reid Ensemble,Jazz,7.8,Jonathan Zwickel
Ricardo Villalobos,Electronic,8.9,Jess Harvell
Bob Marley & the Wailers,Global,7.0,Mark Richardson
"Glen Hall, Lee Ranaldo, William Hooker","Jazz,Experimental,Rock",6.7,Zach Baron
Cave In,"Metal,Rock",7.3,Cory D. Byrom
Röyksopp,"Electronic,Pop/R&B",7.6,Adam Moerder
Darkthrone,Metal,6.2,Brandon Stosuy
"Mark O’Leary, Tomasz Stańko, Billy Hart",Jazz,7.7,Chris Dahlen
William Basinski,Experimental,7.5,Joe Tangari
Richard Ashcroft,Rock,2.0,Marc Hogan
Ghislain Poirier,"Electronic,Jazz,Rap",7.9,Peter Macia
Matthew Shipp,"Experimental,Jazz",7.3,Matthew Murphy
The Standard,Rock,5.8,Jason Crock
Burning Star Core,"Experimental,Rock",7.0,Zach Baron
Excepter,"Experimental,Rock",7.2,Matthew Murphy
Rocky Votolato,Rock,4.2,Marc Hogan
Robert Pollard,Rock,7.1,Rob Mitchum
Ariel Pink's Haunted Graffiti,"Experimental,Rock",6.2,Adam Moerder
Samara Lubelski,"Experimental,Rock",6.5,Brandon Stosuy
Meredith Bragg and The Terminals,Pop/R&B,7.6,Stephen M. Deusner
Clearlake,Rock,7.4,Sam Ubl
Tarkio,Rock,5.7,Stephen M. Deusner
Marah,Rock,5.5,Ryan Dombal
Ulrich Schnauss,"Electronic,Rock",6.9,Mark Richardson
Boduf Songs,Folk/Country,7.0,Brandon Stosuy
Pearls and Brass,,5.8,Brian Howe
"Bonnie “Prince” Billy, Tortoise","Folk/Country,Experimental,Rock",5.4,Amanda Petrusich
BARR,"Electronic,Rock",6.4,Cory D. Byrom
volcano!,"Experimental,Rock",7.4,Jason Crock
Delta 5,,8.3,Mia Lily Clarke
The Plastic Constellations,Rock,7.8,Sam Ubl
Arctic Monkeys,Rock,7.4,Scott Plagenhoef
Made in Mexico,"Experimental,Rock",5.6,Zach Baron
East River Pipe,Rock,5.8,Stephen M. Deusner
The Elected,Rock,6.8,Brian Howe
Acid Mothers Temple,"Experimental,Rock",7.9,Matthew Murphy
Jenny Lewis With the Watson Twins,,6.1,Chris Dahlen
John Cale,Rock,4.4,Matthew Murphy
Film School,"Experimental,Rock",6.9,Marc Hogan
The Advantage,,7.9,Rob Mitchum
Sparrow,Rock,7.1,Adam Moerder
Cat Power,Rock,7.9,Amy Phillips
Steve Spacek,"Electronic,Pop/R&B",6.0,Brian Howe
Paul Weller,Rock,7.2,Joe Tangari
Chrome,Rap,7.8,Tom Breihan
Jarboe,"Electronic,Experimental,Rock",4.8,Cory D. Byrom
The Universe,Pop/R&B,7.1,Marc Hogan
Tall Dwarfs,Rock,7.0,Nitsuh Abebe
Spoon,Rock,3.4,David Raposa
GoGoGo Airheart,,6.3,Sam Ubl
Arizona Amp and Alternator,,7.3,Stephen M. Deusner
FM3,"Electronic,Rock",8.2,Chris Dahlen
Miles Davis,Jazz,9.4,Dominique Leone
Omar Rodriguez-López,Rock,7.1,Cory D. Byrom
13ghosts,Rock,7.8,Stephen M. Deusner
Modeselektor,Electronic,8.3,Nitsuh Abebe
DJ Shadow,Electronic,8.0,Alex Linhardt
David Thomas Broughton,Folk/Country,8.4,Brandon Stosuy
Edith Frost,"Folk/Country,Pop/R&B",5.8,Brian Howe
Safety Scissors,Electronic,8.5,Nitsuh Abebe
Coil,"Electronic,Experimental,Rock",7.9,Matthew Murphy
Sonic Youth,Rock,7.0,Alex Linhardt
Sunroof!,"Experimental,Rock",6.0,Mark Richardson
Holy Fuck,Electronic,6.9,Joe Tangari
Lil Wayne,Rap,8.1,Nick Sylvester
Seu Jorge,Pop/R&B,6.8,Sean Fennessey
Nine Inch Nails,Rock,5.6,Rob Mitchum
Comet Gain,"Experimental,Rock",5.9,Sam Ubl
Coptic Light,,6.9,Cory D. Byrom
Matt Elliott,Rock,7.2,Matthew Murphy
George,Rock,7.9,Dominique Leone
Belle and Sebastian,Rock,9.1,Scott Plagenhoef
Thomas Brinkmann,Electronic,6.6,Mark Richardson
The Foxymorons,Rock,7.3,Joe Tangari
Anthrax,Metal,7.7,Cory D. Byrom
Awesome New Republic,Rock,7.9,Chris Dahlen
Nurse With Wound,Experimental,8.2,Alex Linhardt
Morningwood,"Electronic,Rock",3.9,Adam Moerder
Rah Bras,Rock,6.8,Sam Ubl
Steve Reich,Experimental,8.0,Dominique Leone
Boris,"Metal,Rock",8.7,Brandon Stosuy
Pixies,Rock,8.2,Stephen M. Deusner
Ian Brown,Rock,7.0,Joe Tangari
Ministry,"Electronic,Metal,Rock",2.0,Cory D. Byrom
Mark Eitzel,Rock,4.0,Ryan Dombal
Guitar Wolf,"Electronic,Rock",7.0,Cory D. Byrom
The Paddingtons,Rock,5.5,Marc Hogan
Circle,Rock,6.4,Zach Baron
Bound Stems,Pop/R&B,7.1,Jason Crock
Richard Youngs,"Experimental,Rock",7.7,Matthew Murphy
T. Rex,Rock,9.8,Stephen M. Deusner
Quintron and Miss Pussycat,,7.2,Brian Howe
Nadja,"Electronic,Metal,Rock",7.5,Zach Baron
Espers,Rock,7.9,Matthew Murphy
Les Angles Morts,,5.7,Cory D. Byrom
Books on Tape,Electronic,7.1,Brian Howe
Windy & Carl,Rock,7.3,Mark Richardson
Dreamies,,8.7,Joe Tangari
The Notorious B.I.G.,Rap,4.2,Sean Fennessey
Kind of Like Spitting,Rock,7.2,Chris Dahlen
Bright,"Electronic,Rock",7.2,Matthew Murphy
Kites,"Experimental,Rock",7.7,Zach Baron
Jane,Rock,7.0,Matthew Murphy
The Strokes,Rock,5.9,Stephen M. Deusner
The Beautiful New Born Children,Rock,6.0,Marc Hogan
Richie Hawtin,Electronic,7.8,Johnny Loftus
Soulwax,Electronic,8.2,Nick Sylvester
Piano Overlord,,3.0,Sam Ubl
Ryan Adams,Rock,6.8,Amanda Petrusich
Magnolia Electric Co.,Rock,6.7,Stephen M. Deusner
Milemarker,"Metal,Rock",6.8,Cory D. Byrom
Shooting at Unarmed Men,"Metal,Rock",7.5,Jason Crock
The Clientele,Rock,6.3,Mark Richardson
Sunn O))),"Experimental,Metal",8.9,Brandon Stosuy
31Knots,Rock,7.0,Brian Howe
Ocean,Rock,7.9,Cory D. Byrom
Okkervil River,Rock,8.2,Stephen M. Deusner
Boris,"Metal,Rock,Experimental",7.7,Zach Baron
Growing,"Experimental,Metal,Rock",6.1,Zach Baron
Blockhead,Rap,6.6,Jason Crock
Friends of Dean Martinez,Rock,7.8,Joe Tangari
Liars,Rock,6.0,Brandon Stosuy
The White Stripes,Rock,6.1,Matthew Murphy
Stunt Rock,Electronic,6.5,Cory D. Byrom
Amandine,Folk/Country,7.6,Marc Hogan
Jackie-O Motherfucker,"Experimental,Rock",8.1,Matthew Murphy
Xiu Xiu,"Experimental,Rock",7.7,Brian Howe
Beck,Rock,6.2,Ryan Dombal
Starsailor,Rock,4.7,Adam Moerder
Juelz Santana,Rap,6.9,Sam Ubl
Tujiko Noriko,Electronic,7.8,Joe Tangari
Robert Pollard,Rock,6.2,Jason Crock
Explosions in the Sky,Rock,7.2,Cory D. Byrom
Norfolk & Western,Rock,7.5,Rachel Khong
Jan Jelinek,Experimental,8.0,Mark Richardson
Shugo Tokumaru,Experimental,7.0,Nick Sylvester
New Order,Rock,8.3,Nitsuh Abebe
Wooden Wand and the Vanishing Voice,"Experimental,Rock",7.3,Brandon Stosuy
Jonathan Kane,Folk/Country,7.4,Matthew Murphy
Capillary Action,"Jazz,Rock",7.5,Joe Tangari
Ennio Morricone,Experimental,8.0,Joe Tangari
The Drones,Rock,8.3,Brandon Stosuy
Landing,Rock,7.1,Matthew Murphy
Dengue Fever,Rock,7.7,Brian Howe
Koenji-Hyakkei,,8.3,Dominique Leone
Mindflayer,"Experimental,Rock",6.0,Brandon Stosuy
Love Is All,"Experimental,Rock",8.7,Nick Sylvester
Eminem,Rap,6.9,Sean Fennessey
Annie Hayden,Rock,6.3,Jason Crock
Chamillionaire,Rap,7.0,Tom Breihan
DJ Koze,Electronic,8.0,Jess Harvell
Tarantula A.D.,"Experimental,Rock",5.8,Matthew Murphy
Rosie Thomas,Rock,5.9,Rachel Khong
Dead Can Dance,Experimental,7.6,Mark Richardson
As Mercenárias,,7.8,Alex Linhardt
The Orb,Electronic,7.3,Philip Sherburne
Amiina,Rock,7.0,Ryan Dombal
Metal Fingers,,7.0,Peter Macia
Men's Recovery Project,"Experimental,Rock",8.2,Jess Harvell
Hot Chip,Electronic,8.0,Sean Fennessey
Patti Smith,Rock,9.4,Chris Dahlen
Get Hustle,"Experimental,Rock",6.9,Jason Crock
Brian McBride,Rock,7.7,Joe Tangari
Prurient,Experimental,7.4,Brandon Stosuy
Panic! At The Disco,Rock,1.5,Cory D. Byrom
Death Vessel,Folk/Country,7.2,Stephen M. Deusner
Acid House Kings,Rock,7.7,Brian Howe
The Darkness,"Metal,Rock",6.5,Rob Mitchum
Slowdive,Rock,7.0,Nitsuh Abebe
Greg Dulli,Rock,4.7,Stephen M. Deusner
Isaac Hayes,Pop/R&B,8.0,Joe Tangari
Diplo,Electronic,6.8,Tom Breihan
Jens Lekman,Rock,8.5,Amy Phillips
Morcheeba,"Electronic,Jazz,Pop/R&B",2.7,Adam Moerder
Sinéad O'Connor,Rock,6.8,Jess Harvell
ADULT.,Electronic,8.0,Nitsuh Abebe
The Roots,Rap,6.9,Nick Sylvester
Death From Above 1979,Rock,0.5,Nick Sylvester
Double Leopards,"Experimental,Rock",7.8,Matthew Murphy
Paul Duncan,Rock,7.8,Joe Tangari
Lil' Kim,Rap,7.8,Jess Harvell
Page France,Rock,7.8,Brian Howe
Kelley Polar,"Electronic,Pop/R&B",7.8,Philip Sherburne
Neil Diamond,Rock,4.1,Marc Hogan
Queens of the Stone Age,Rock,7.6,David Raposa
System of a Down,Metal,7.1,Cory D. Byrom
Ric Ocasek,"Electronic,Rock",6.2,Marc Hogan
Tangiers,Rock,7.7,Adam Moerder
Bruce Springsteen,Rock,10.0,Mark Richardson
dios (malos),Rock,6.1,Jason Crock
Matias Aguayo,Electronic,6.9,Jess Harvell
Badgerlore,"Electronic,Experimental,Rock",7.4,Zach Baron
Sun Kil Moon,Folk/Country,3.0,Stephen M. Deusner
The Mendoza Line,Rock,6.6,Cory D. Byrom
The Howling Hex,Rock,6.9,Matthew Murphy
Menomena,"Experimental,Rock",7.9,Joe Tangari
Junior Senior,"Electronic,Rock",7.9,Rob Mitchum
Green Day,Rock,3.0,Johnny Loftus
Oranger,Rock,7.5,Adam Moerder
Jana Hunter,Folk/Country,7.7,Matthew Murphy
Bright Eyes,Rock,7.0,Brian Howe
Make Believe,Rock,4.8,Joe Tangari
Gasp,"Experimental,Metal",7.4,Zach Baron
Richard Hell,"Experimental,Rock",8.6,Jason Crock
Galaxie 500,"Experimental,Rock",8.4,Mark Richardson
Madonna,Pop/R&B,6.2,Stephen M. Deusner
David Dondero,Rock,6.5,Brian Howe
The Gris Gris,"Electronic,Rock",7.4,Adam Moerder
Mike Ladd,Rap,8.4,Joe Tangari
Lady Sovereign,Electronic,6.5,Nick Sylvester
Wilco,Rock,8.3,Marc Hogan
Grizzly Bear,Rock,7.4,Marc Hogan
No-Neck Blues Band,"Experimental,Rock",8.0,Matthew Murphy
Burt Bacharach,Pop/R&B,4.0,Stephen M. Deusner
Babyshambles,"Electronic,Rock",7.7,Rachel Khong
Circulus,Rock,6.2,Michael Idov
Dirty Three,Rock,6.7,Mark Richardson
Dead Kennedys,"Metal,Rock",7.0,Cory D. Byrom
Kate Bush,Pop/R&B,6.4,Dominique Leone
Hella,"Experimental,Rock",6.8,Matthew Murphy
Dawn Smithson,,6.8,Matthew Murphy
Songs of Green Pheasant,Folk/Country,7.3,Adam Moerder
The Skygreen Leopards,"Experimental,Rock",7.4,Brian Howe
Beastie Boys,"Rap,Rock",7.5,Sean Fennessey
Colder,Electronic,5.1,Nick Sylvester
Goblin Cock,"Metal,Rock",7.3,Judson Picco
Guided by Voices,Rock,9.2,Stephen M. Deusner
Bonnie “Prince” Billy,Folk/Country,7.1,Alex Linhardt
The Like,Rock,6.8,Rachel Khong
Old 97's,Rock,7.0,Stephen M. Deusner
